team,team_code,group,player,position,club,source,notes
South Africa,RSA,A,Ronwen WILLIAMS,GK,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Thabang MATULUDI,DF,Polokwane City FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Khulumani NDAMANE,DF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Teboho MOKOENA,MF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Thalente MBATHA,MF,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Aubrey MODIBA,DF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Oswin APPOLLIS,FW,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Tshepang MOREMI,FW,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Relebohile MOFOKENG,FW,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Themba ZWANE,MF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Thapelo MASEKO,FW,AEL Limassol (CYP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Sphephelo SITHOLE,MF,CD Tondela (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Mbekezeli MBOKAZI,DF,Chicago Fire FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Iqraam RAYNERS,FW,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Sipho CHAINE,GK,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Evidence MAKGOPA,FW,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Samukelo KABINI,DF,Molde FK (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Nkosinathi SIBISI,DF,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Khuliso MUDAU,DF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Ime OKON,DF,Hannover 96 (GER),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Ricardo GOSS,GK,Siwelele FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Jayden ADAMS,MF,Mamelodi Sundowns FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Olwethu MAKHANYA,DF,Philadelphia Union (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Kamogelo SEBELEBELE,FW,Orlando Pirates FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Africa,RSA,A,Bradley CROSS,DF,Kaizer Chiefs FC (RSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Spain,ESP,H,Fabian RUIZ,MF,Paris Saint-Germain (FRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Jacob WIDELL ZETTERSTROM,GK,Derby County FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Gustaf LAGERBIELKE,DF,SC Braga (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Herman JOHANSSON,DF,FC Dallas (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Benjamin NYGREN,MF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Viktor JOHANSSON,GK,Stoke City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Ken SEMA,MF,Pafos FC (CYP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Alexander BERNHARDSSON,DF,Holstein Kiel (GER),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Besfort ZENELI,MF,Royale Union Saint-Gilloise (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Kristoffer NORDFELDT,GK,AIK Stockholm (SWE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Elliot STROUD,DF,Mjällby AIF (SWE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Gustaf NILSSON,FW,Club Brugge (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Sweden,SWE,F,Taha ALI,FW,Malmö FF (SWE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Switzerland,SUI,B,Christian FASSNACHT,FW,BSC Young Boys (SUI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Switzerland,SUI,B,Eray COEMERT,DF,Valencia CF (ESP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Switzerland,SUI,B,Marvin KELLER,GK,BSC Young Boys (SUI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Switzerland,SUI,B,Cedric ITTEN,FW,Fortuna Düsseldorf (GER),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Mouhib CHAMAKH,GK,Club Africain (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Omar REKIK,DF,NK Maribor (SVN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Adam AROUS,DF,Kasımpaşa SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Dylan BRONN,DF,Servette FC (SUI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Elias ACHOURI,FW,FC København (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Hazem MASTOURI,FW,FC Dynamo Makhachkala (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Mortadha BEN OUANES,DF,Kasımpaşa SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Khalil AYARI,MF,Paris Saint-Germain (FRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Mohamed HADJ MAHMOUD,MF,FC Lugano (SUI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Aymen DAHMEN,GK,CS Sfaxien (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Rayan ELLOUMI,FW,Vancouver Whitecaps FC (CAN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Firas CHAOUAT,FW,Club Africain (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Yan VALERY,DF,BSC Young Boys (SUI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Mohamed BEN HMIDA,DF,Espérance De Tunisie (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Sabri BEN HESSEN,GK,Étoile Du Sahel (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Moutaz NEFFATI,DF,IFK Norrköping FK (SWE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Raed CHIKHAOUI,DF,US Monastir (TUN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Anis SLIMANE,MF,Norwich City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Tunisia,TUN,F,Sebastian TOUNEKTI,MF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Mert GUNOK,GK,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Merih DEMIRAL,DF,Al Ahli FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Caglar SOYUNCU,DF,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Orkun KOKCU,MF,Beşiktaş JK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Kerem AKTURKOGLU,FW,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Deniz GUL,FW,FC Porto (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Eren ELMALI,DF,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Abdulkerim BARDAKCI,DF,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Ismail YUKSEK,MF,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Irfan KAHVECI,FW,Kasımpaşa SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Mert MULDUR,DF,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Yunus AKGUN,FW,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Baris YILMAZ,FW,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Kaan AYHAN,MF,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Ugurcan CAKIR,GK,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Oguz AYDIN,FW,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Turkey,TUR,D,Samet AKAYDIN,DF,Çaykur Rizespor (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Sergio ROCHET,GK,SC Internacional (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Sebastian CACERES,DF,Club América (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Nicolas DE LA CRUZ,MF,CR Flamengo (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Darwin NUNEZ,FW,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Giorgian DE ARRASCAETA,MF,CR Flamengo (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Facundo PELLISTRI,FW,Panathinaikos FC (GRE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Santiago MELE,GK,CF Monterrey (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Guillermo VARELA,DF,CR Flamengo (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Agustin CANOBBIO,MF,Fluminense FC (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Matias VINA,DF,CA River Plate (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Brian RODRIGUEZ,FW,Club América (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Rodrigo AGUIRRE,FW,Tigres UANL (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Maxi ARAUJO,MF,Sporting CP (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Joaquin PIQUEREZ,MF,SE Palmeiras (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Fernando MUSLERA,GK,Estudiantes LP (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Juan SANABRIA,MF,Real Salt Lake (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uruguay,URU,H,Rodrigo ZALAZAR,MF,SC Braga (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Matt TURNER,GK,New England Revolution (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Sergino DEST,DF,PSV Eindhoven (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Auston TRUSTY,DF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Ricardo PEPI,FW,PSV Eindhoven (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Miles ROBINSON,DF,FC Cincinnatti (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Tim REAM,DF,Charlotte FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Sebastian BERHALTER,MF,Vancouver Whitecaps FC (CAN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Cristian ROLDAN,MF,Seattle Sounders FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Max ARFSTEN,DF,Columbus Crew (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Haji WRIGHT,FW,Coventry City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Matt FREESE,GK,New York City FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Chris BRADY,GK,Chicago Fire FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
USA,USA,D,Alex ZENDEJAS,FW,Club América (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Utkir YUSUPOV,GK,PFC Navbahor Namangan (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Khojiakbar ALIJONOV,DF,Pakhtakor Tashkent FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Farrukh SAYFIEV,DF,FK Neftchi Farg'ona (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Rustam ASHURMATOV,DF,Esteghlal Tehran FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Akmal MOZGOVOY,MF,Pakhtakor Tashkent FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Otabek SHUKUROV,MF,Baniyas Club (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Jamshid ISKANDEROV,MF,FK Neftchi Farg'ona (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Odiljon XAMROBEKOV,MF,Tractor Sazi Tabriz FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Jaloliddin MASHARIPOV,MF,Esteghlal Tehran FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Oston URUNOV,MF,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Abduvohid NEMATOV,GK,Nasaf Qarshi FC (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Sherzod NASRULLAEV,DF,Pakhtakor Tashkent FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Eldor SHOMURODOV,FW,Başakşehir FK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Umar ESHMURODOV,DF,Nasaf Qarshi FC (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Botirali ERGASHEV,GK,FK Neftchi Farg'ona (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Dostonbek KHAMDAMOV,MF,Pakhtakor Tashkent FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Abdulla ABDULLAEV,DF,Dibba FC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Azizjon GANIEV,MF,Al Bataeh Club (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Azizbek AMONOV,FW,FK Dinamo Samarkand (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Igor SERGEEV,FW,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Abbosbek FAYZULLAEV,MF,Başakşehir FK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Sherzod ESANOV,MF,FK Buxoro (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Behruzjon KARIMOV,DF,Surkhon FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Avazbek ULMASALIYEV,DF,OKMK FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Uzbekistan,UZB,K,Jakhongir UROZOV,DF,FK Dinamo Samarkand (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
